,name,athlete_id,gender,score,active,country,rank,price,is_team,links.self,links.results
323,BJOERGEN Marit,1303777,f,0,False,NOR,87,218,False,https://www.fantasyxc.se/api/athletes/1303777,https://www.fantasyxc.se/api/athletes/1303777/results
324,ALAKOSKI Anni,3185610,f,0,True,FIN,87,223,False,https://www.fantasyxc.se/api/athletes/3185610,https://www.fantasyxc.se/api/athletes/3185610/results
325,GREGG Caitlin,3535021,f,0,False,USA,87,213,False,https://www.fantasyxc.se/api/athletes/3535021,https://www.fantasyxc.se/api/athletes/3535021/results
326,KRYUCHKOVA Ekaterina,3485858,f,0,True,RUS,87,215,False,https://www.fantasyxc.se/api/athletes/3485858,https://www.fantasyxc.se/api/athletes/3485858/results
327,HERRMANN Nadine,3205424,f,0,True,DEU,87,225,False,https://www.fantasyxc.se/api/athletes/3205424,https://www.fantasyxc.se/api/athletes/3205424/results
328,KALSINA Polina,3485510,f,0,False,RUS,87,216,False,https://www.fantasyxc.se/api/athletes/3485510,https://www.fantasyxc.se/api/athletes/3485510/results
329,EIDE Mari,3425404,f,0,False,NOR,87,221,False,https://www.fantasyxc.se/api/athletes/3425404,https://www.fantasyxc.se/api/athletes/3425404/results
330,ALBA Laura,3395035,f,0,False,EST,87,219,False,https://www.fantasyxc.se/api/athletes/3395035,https://www.fantasyxc.se/api/athletes/3395035/results
331,RAZYMOVA Katerina,3155314,f,0,False,CZE,87,2877,False,https://www.fantasyxc.se/api/athletes/3155314,https://www.fantasyxc.se/api/athletes/3155314/results
332,PIIPPO Eveliina,3185702,f,0,True,FIN,87,216,False,https://www.fantasyxc.se/api/athletes/3185702,https://www.fantasyxc.se/api/athletes/3185702/results
333,KUCHERUK Olga,3486375,f,0,True,RUS,87,231,False,https://www.fantasyxc.se/api/athletes/3486375,https://www.fantasyxc.se/api/athletes/3486375/results
334,LINDKVIST Ida,3505614,f,0,False,SWE,87,231,False,https://www.fantasyxc.se/api/athletes/3505614,https://www.fantasyxc.se/api/athletes/3505614/results
335,KOLOMINA Yelena,1319976,f,0,False,KAZ,87,224,False,https://www.fantasyxc.se/api/athletes/1319976,https://www.fantasyxc.se/api/athletes/1319976/results
336,OUS Amalie Haakonsen,3426182,f,0,True,NOR,87,226,False,https://www.fantasyxc.se/api/athletes/3426182,https://www.fantasyxc.se/api/athletes/3426182/results
337,CEDERVAERN Emilie,3505631,f,0,False,SWE,87,219,False,https://www.fantasyxc.se/api/athletes/3505631,https://www.fantasyxc.se/api/athletes/3505631/results
338,VEERPALU Anette,3395086,f,0,False,EST,87,222,False,https://www.fantasyxc.se/api/athletes/3395086,https://www.fantasyxc.se/api/athletes/3395086/results
339,GUSSIAAS Mari Stoeen,3425902,f,0,True,NOR,87,218,False,https://www.fantasyxc.se/api/athletes/3425902,https://www.fantasyxc.se/api/athletes/3425902/results
340,GALEWICZ Martyna,3435040,f,0,False,POL,87,216,False,https://www.fantasyxc.se/api/athletes/3435040,https://www.fantasyxc.se/api/athletes/3435040/results
341,SHEVCHENKO Valentina,1142563,f,0,False,UKR,87,213,False,https://www.fantasyxc.se/api/athletes/1142563,https://www.fantasyxc.se/api/athletes/1142563/results
342,SERBIA I,3315039,f,0,True,SRB,87,1705,True,https://www.fantasyxc.se/api/athletes/3315039,https://www.fantasyxc.se/api/athletes/3315039/results
343,MORAVCOVA Klara,3155231,f,0,True,CZE,87,217,False,https://www.fantasyxc.se/api/athletes/3155231,https://www.fantasyxc.se/api/athletes/3155231/results
344,DAVYDENKOVA Maria,3485841,f,0,True,RUS,87,231,False,https://www.fantasyxc.se/api/athletes/3485841,https://www.fantasyxc.se/api/athletes/3485841/results
345,TSUCHIYA Masae,3305279,f,0,True,JPN,87,212,False,https://www.fantasyxc.se/api/athletes/3305279,https://www.fantasyxc.se/api/athletes/3305279/results
346,KROL Yuliia,3695082,f,0,True,UKR,87,213,False,https://www.fantasyxc.se/api/athletes/3695082,https://www.fantasyxc.se/api/athletes/3695082/results
347,SKINDER Monika,3435201,f,0,True,POL,87,233,False,https://www.fantasyxc.se/api/athletes/3435201,https://www.fantasyxc.se/api/athletes/3435201/results
348,SKAANES Marte,3426149,f,0,True,NOR,87,222,False,https://www.fantasyxc.se/api/athletes/3426149,https://www.fantasyxc.se/api/athletes/3426149/results
349,FELLER Ksenia,3485788,f,0,False,RUS,87,233,False,https://www.fantasyxc.se/api/athletes/3485788,https://www.fantasyxc.se/api/athletes/3485788/results
350,STEPHEN Elizabeth,3535261,f,0,False,USA,87,228,False,https://www.fantasyxc.se/api/athletes/3535261,https://www.fantasyxc.se/api/athletes/3535261/results
351,RAZINGER Nika,3565039,f,0,False,SVN,87,212,False,https://www.fantasyxc.se/api/athletes/3565039,https://www.fantasyxc.se/api/athletes/3565039/results
352,ENGEBRETSEN Martine,3426562,f,0,True,NOR,87,220,False,https://www.fantasyxc.se/api/athletes/3426562,https://www.fantasyxc.se/api/athletes/3426562/results
353,UKRAINE II,3695050,f,0,True,UKR,87,221,True,https://www.fantasyxc.se/api/athletes/3695050,https://www.fantasyxc.se/api/athletes/3695050/results
354,BOUFFARD-NESBITT Olivia,3105179,f,0,False,CAN,87,223,False,https://www.fantasyxc.se/api/athletes/3105179,https://www.fantasyxc.se/api/athletes/3105179/results
355,GOESSNER Miriam,3205215,f,0,False,DEU,87,219,False,https://www.fantasyxc.se/api/athletes/3205215,https://www.fantasyxc.se/api/athletes/3205215/results
356,ESTONIA I,3395163,f,0,True,EST,87,4077,True,https://www.fantasyxc.se/api/athletes/3395163,https://www.fantasyxc.se/api/athletes/3395163/results
357,GAIANOVA Elmira,3485760,f,0,True,RUS,87,233,False,https://www.fantasyxc.se/api/athletes/3485760,https://www.fantasyxc.se/api/athletes/3485760/results
358,HAKALA Maija,3185089,f,0,True,FIN,87,229,False,https://www.fantasyxc.se/api/athletes/3185089,https://www.fantasyxc.se/api/athletes/3185089/results
359,CANADA II,3105151,f,0,True,CAN,87,1112,True,https://www.fantasyxc.se/api/athletes/3105151,https://www.fantasyxc.se/api/athletes/3105151/results
360,CHI Chunxue,3125082,f,0,True,CHN,87,263,False,https://www.fantasyxc.se/api/athletes/3125082,https://www.fantasyxc.se/api/athletes/3125082/results
361,ERKERS Frida,3505681,f,0,False,SWE,87,216,False,https://www.fantasyxc.se/api/athletes/3505681,https://www.fantasyxc.se/api/athletes/3505681/results
362,RAHKOLA Hennariikka,3185299,f,0,True,FIN,87,233,False,https://www.fantasyxc.se/api/athletes/3185299,https://www.fantasyxc.se/api/athletes/3185299/results
363,LEE Chaewon,1258769,f,0,True,KOR,87,212,False,https://www.fantasyxc.se/api/athletes/1258769,https://www.fantasyxc.se/api/athletes/1258769/results
364,NARUSE Kaichi,3300270,m,0,True,JPN,99,213,False,https://www.fantasyxc.se/api/athletes/3300270,https://www.fantasyxc.se/api/athletes/3300270/results
365,FANTON Paolo,3290417,m,0,True,ITA,99,214,False,https://www.fantasyxc.se/api/athletes/3290417,https://www.fantasyxc.se/api/athletes/3290417/results
366,THORN Viktor,3501346,m,0,False,SWE,99,223,False,https://www.fantasyxc.se/api/athletes/3501346,https://www.fantasyxc.se/api/athletes/3501346/results
367,GRAVE Nils Magnus Boeen,3421601,m,0,False,NOR,99,225,False,https://www.fantasyxc.se/api/athletes/3421601,https://www.fantasyxc.se/api/athletes/3421601/results
368,WATSON Callum,3040080,m,0,False,AUS,99,213,False,https://www.fantasyxc.se/api/athletes/3040080,https://www.fantasyxc.se/api/athletes/3040080/results
369,ANDERSSON Fredrik,3501577,m,0,True,SWE,99,213,False,https://www.fantasyxc.se/api/athletes/3501577,https://www.fantasyxc.se/api/athletes/3501577/results
370,MAETTIG Valentin,3200219,m,0,False,DEU,99,221,False,https://www.fantasyxc.se/api/athletes/3200219,https://www.fantasyxc.se/api/athletes/3200219/results
371,KENNEDY Russell,3100268,m,0,False,CAN,99,214,False,https://www.fantasyxc.se/api/athletes/3100268,https://www.fantasyxc.se/api/athletes/3100268/results
372,HARATYK Mateusz,3430276,m,0,True,POL,99,213,False,https://www.fantasyxc.se/api/athletes/3430276,https://www.fantasyxc.se/api/athletes/3430276/results
373,CHAUVET Benoit,3190002,m,0,True,FRA,99,219,False,https://www.fantasyxc.se/api/athletes/3190002,https://www.fantasyxc.se/api/athletes/3190002/results
374,DOLAR Miha,3560109,m,0,False,SVN,99,224,False,https://www.fantasyxc.se/api/athletes/3560109,https://www.fantasyxc.se/api/athletes/3560109/results
375,DAPRA Simone,3290600,m,0,True,ITA,99,222,False,https://www.fantasyxc.se/api/athletes/3290600,https://www.fantasyxc.se/api/athletes/3290600/results
376,PHILIPOT Mickael,3190303,m,0,False,FRA,99,220,False,https://www.fantasyxc.se/api/athletes/3190303,https://www.fantasyxc.se/api/athletes/3190303/results
377,MUKHIN Rinat,3670058,m,0,False,KAZ,99,230,False,https://www.fantasyxc.se/api/athletes/3670058,https://www.fantasyxc.se/api/athletes/3670058/results
378,PERL Curdin,1362947,m,0,False,CHE,99,227,False,https://www.fantasyxc.se/api/athletes/1362947,https://www.fantasyxc.se/api/athletes/1362947/results
379,KATZ Andreas,3200072,m,0,True,DEU,99,214,False,https://www.fantasyxc.se/api/athletes/3200072,https://www.fantasyxc.se/api/athletes/3200072/results
380,SOBAKAREV Andrey,3482260,m,0,True,RUS,99,287,False,https://www.fantasyxc.se/api/athletes/3482260,https://www.fantasyxc.se/api/athletes/3482260/results
381,ICELAND I,3250062,m,0,True,ISL,99,283,True,https://www.fantasyxc.se/api/athletes/3250062,https://www.fantasyxc.se/api/athletes/3250062/results
382,KNOP Petr,3150509,m,0,True,CZE,99,212,False,https://www.fantasyxc.se/api/athletes/3150509,https://www.fantasyxc.se/api/athletes/3150509/results
383,CZECH REPUBLIC II,74730,m,0,True,CZE,99,3325,True,https://www.fantasyxc.se/api/athletes/74730,https://www.fantasyxc.se/api/athletes/74730/results
384,QUICKLUND Carl,3500983,m,0,False,SWE,99,218,False,https://www.fantasyxc.se/api/athletes/3500983,https://www.fantasyxc.se/api/athletes/3500983/results
385,VELICHKO Yevgeniy,3670022,m,0,True,KAZ,99,214,False,https://www.fantasyxc.se/api/athletes/3670022,https://www.fantasyxc.se/api/athletes/3670022/results
386,SIMENC Miha,3560101,m,0,True,SVN,99,445,False,https://www.fantasyxc.se/api/athletes/3560101,https://www.fantasyxc.se/api/athletes/3560101/results
387,Mongolia I,201365,m,0,True,MNG,99,212,True,https://www.fantasyxc.se/api/athletes/201365,https://www.fantasyxc.se/api/athletes/201365/results
388,BESTAK Jonas,3150559,m,0,True,CZE,99,227,False,https://www.fantasyxc.se/api/athletes/3150559,https://www.fantasyxc.se/api/athletes/3150559/results
389,KERSHAW Devon,3100006,m,0,False,CAN,99,230,False,https://www.fantasyxc.se/api/athletes/3100006,https://www.fantasyxc.se/api/athletes/3100006/results
390,CYR Antoine,3100406,m,0,True,CAN,99,233,False,https://www.fantasyxc.se/api/athletes/3100406,https://www.fantasyxc.se/api/athletes/3100406/results
391,JAKS Martin,3150069,m,0,False,CZE,99,232,False,https://www.fantasyxc.se/api/athletes/3150069,https://www.fantasyxc.se/api/athletes/3150069/results
392,WIIG Sivert,3422992,m,0,True,NOR,99,453,False,https://www.fantasyxc.se/api/athletes/3422992,https://www.fantasyxc.se/api/athletes/3422992/results
393,FOETTINGER Michael,3050256,m,0,True,AUT,99,214,False,https://www.fantasyxc.se/api/athletes/3050256,https://www.fantasyxc.se/api/athletes/3050256/results
394,PEREKHODA Ruslan,3690030,m,0,True,UKR,99,223,False,https://www.fantasyxc.se/api/athletes/3690030,https://www.fantasyxc.se/api/athletes/3690030/results
395,LEGKOV Alexander,3480016,m,0,False,RUS,99,223,False,https://www.fantasyxc.se/api/athletes/3480016,https://www.fantasyxc.se/api/athletes/3480016/results
396,FAEHNDRICH Cyril,3510619,m,0,True,CHE,99,211,False,https://www.fantasyxc.se/api/athletes/3510619,https://www.fantasyxc.se/api/athletes/3510619/results
397,PEPENE Paul Constantin,3460018,m,0,True,ROU,99,211,False,https://www.fantasyxc.se/api/athletes/3460018,https://www.fantasyxc.se/api/athletes/3460018/results
398,JAUHOJAERVI Sami,1344711,m,0,False,FIN,99,216,False,https://www.fantasyxc.se/api/athletes/1344711,https://www.fantasyxc.se/api/athletes/1344711/results
399,HERBERT Johan,3501639,m,0,True,SWE,99,231,False,https://www.fantasyxc.se/api/athletes/3501639,https://www.fantasyxc.se/api/athletes/3501639/results
400,AFLODAL Axel,3501635,m,0,True,SWE,99,233,False,https://www.fantasyxc.se/api/athletes/3501635,https://www.fantasyxc.se/api/athletes/3501635/results
401,NIZZI Enrico,3290290,m,0,False,ITA,99,219,False,https://www.fantasyxc.se/api/athletes/3290290,https://www.fantasyxc.se/api/athletes/3290290/results
402,DANIELSSON Filip,3501356,m,0,True,SWE,99,212,False,https://www.fantasyxc.se/api/athletes/3501356,https://www.fantasyxc.se/api/athletes/3501356/results
403,NORTHUG Petter Jr.,3420239,m,0,False,NOR,99,218,False,https://www.fantasyxc.se/api/athletes/3420239,https://www.fantasyxc.se/api/athletes/3420239/results
404,USACHEV Igor,3480684,m,0,False,RUS,99,214,False,https://www.fantasyxc.se/api/athletes/3480684,https://www.fantasyxc.se/api/athletes/3480684/results
405,OJANSIVU Antti,3180766,m,0,True,FIN,99,229,False,https://www.fantasyxc.se/api/athletes/3180766,https://www.fantasyxc.se/api/athletes/3180766/results
406,AUKLAND Anders,1059725,m,0,False,NOR,99,216,False,https://www.fantasyxc.se/api/athletes/1059725,https://www.fantasyxc.se/api/athletes/1059725/results
407,BIRGISSON Saevar,3250018,m,0,True,ISL,99,231,False,https://www.fantasyxc.se/api/athletes/3250018,https://www.fantasyxc.se/api/athletes/3250018/results
408,MADLENER Moritz,3200426,m,0,True,DEU,99,218,False,https://www.fantasyxc.se/api/athletes/3200426,https://www.fantasyxc.se/api/athletes/3200426/results
409,LUSTGARTEN Benjamin,3530772,m,0,True,USA,99,212,False,https://www.fantasyxc.se/api/athletes/3530772,https://www.fantasyxc.se/api/athletes/3530772/results
410,MOXNES Einar Flaktveit,3420953,m,0,True,NOR,99,228,False,https://www.fantasyxc.se/api/athletes/3420953,https://www.fantasyxc.se/api/athletes/3420953/results
411,GROSS Lukas,3200710,m,0,False,DEU,99,231,False,https://www.fantasyxc.se/api/athletes/3200710,https://www.fantasyxc.se/api/athletes/3200710/results
412,RITCHIE Graham,3100412,m,0,False,CAN,99,227,False,https://www.fantasyxc.se/api/athletes/3100412,https://www.fantasyxc.se/api/athletes/3100412/results
413,CZECH REPUBLIC I,102473,m,0,True,CZE,99,8772,True,https://www.fantasyxc.se/api/athletes/102473,https://www.fantasyxc.se/api/athletes/102473/results
414,KLISZ Pawel,3430186,m,0,False,POL,99,213,False,https://www.fantasyxc.se/api/athletes/3430186,https://www.fantasyxc.se/api/athletes/3430186/results
415,HELGESTAD Daniel Myrmael,3420421,m,0,False,NOR,99,216,False,https://www.fantasyxc.se/api/athletes/3420421,https://www.fantasyxc.se/api/athletes/3420421/results
416,KUERBANJIANG Wuerkaixi,3120134,m,0,True,CHN,99,230,False,https://www.fantasyxc.se/api/athletes/3120134,https://www.fantasyxc.se/api/athletes/3120134/results
417,PUKHKALO Vitaliy,3670115,m,0,True,KAZ,99,467,False,https://www.fantasyxc.se/api/athletes/3670115,https://www.fantasyxc.se/api/athletes/3670115/results
418,LOCKE Julien,3100248,m,0,False,CAN,99,216,False,https://www.fantasyxc.se/api/athletes/3100248,https://www.fantasyxc.se/api/athletes/3100248/results
419,MANCINI Tom,3190481,m,0,True,FRA,99,218,False,https://www.fantasyxc.se/api/athletes/3190481,https://www.fantasyxc.se/api/athletes/3190481/results
420,WICK Thomas,3200331,m,0,False,DEU,99,233,False,https://www.fantasyxc.se/api/athletes/3200331,https://www.fantasyxc.se/api/athletes/3200331/results
421,HAELG Philipp,3350003,m,0,False,LIE,99,225,False,https://www.fantasyxc.se/api/athletes/3350003,https://www.fantasyxc.se/api/athletes/3350003/results
422,NORBERG Mikael,3500324,m,0,False,SWE,99,221,False,https://www.fantasyxc.se/api/athletes/3500324,https://www.fantasyxc.se/api/athletes/3500324/results
423,STENSHAGEN Mattis,3422803,m,0,True,NOR,99,226,False,https://www.fantasyxc.se/api/athletes/3422803,https://www.fantasyxc.se/api/athletes/3422803/results
424,PEOPLES REPUBLIC OF CHINA I,132612,m,0,True,CHN,99,218,True,https://www.fantasyxc.se/api/athletes/132612,https://www.fantasyxc.se/api/athletes/132612/results
425,CALDWELL Patrick,3530629,m,0,False,USA,99,214,False,https://www.fantasyxc.se/api/athletes/3530629,https://www.fantasyxc.se/api/athletes/3530629/results
426,BAKANOV Alexander,3482071,m,0,False,RUS,99,216,False,https://www.fantasyxc.se/api/athletes/3482071,https://www.fantasyxc.se/api/athletes/3482071/results
427,GLOEERSEN Anders,3420376,m,0,True,NOR,99,214,False,https://www.fantasyxc.se/api/athletes/3420376,https://www.fantasyxc.se/api/athletes/3420376/results
428,NOUSIAINEN Ville,3180054,m,0,False,FIN,99,228,False,https://www.fantasyxc.se/api/athletes/3180054,https://www.fantasyxc.se/api/athletes/3180054/results
429,SCHNIDER Ueli,3510366,m,0,True,CHE,99,229,False,https://www.fantasyxc.se/api/athletes/3510366,https://www.fantasyxc.se/api/athletes/3510366/results
430,POUYE Alexandre,3190298,m,0,True,FRA,99,230,False,https://www.fantasyxc.se/api/athletes/3190298,https://www.fantasyxc.se/api/athletes/3190298/results
431,ENTEMAKE Maowulietibieke,3120109,m,0,True,CHN,99,223,False,https://www.fantasyxc.se/api/athletes/3120109,https://www.fantasyxc.se/api/athletes/3120109/results
432,TURKEY I,171272,m,0,True,TUR,99,233,True,https://www.fantasyxc.se/api/athletes/171272,https://www.fantasyxc.se/api/athletes/171272/results
433,NYENG Emil,3421216,m,0,True,NOR,99,212,False,https://www.fantasyxc.se/api/athletes/3421216,https://www.fantasyxc.se/api/athletes/3421216/results
434,NEWELL Andrew,3530005,m,0,True,USA,99,220,False,https://www.fantasyxc.se/api/athletes/3530005,https://www.fantasyxc.se/api/athletes/3530005/results
435,NIKOLAEV Artem,3481507,m,0,True,RUS,99,228,False,https://www.fantasyxc.se/api/athletes/3481507,https://www.fantasyxc.se/api/athletes/3481507/results
436,AUSTRIA I,100622,m,0,True,AUT,99,3537,True,https://www.fantasyxc.se/api/athletes/100622,https://www.fantasyxc.se/api/athletes/100622/results
437,GAFAROV Anton,3480503,m,0,False,RUS,99,217,False,https://www.fantasyxc.se/api/athletes/3480503,https://www.fantasyxc.se/api/athletes/3480503/results
438,BRIAND Antoine,3100314,m,0,False,CAN,99,231,False,https://www.fantasyxc.se/api/athletes/3100314,https://www.fantasyxc.se/api/athletes/3100314/results
439,POROSHKIN Ilia,3482350,m,0,True,RUS,99,635,False,https://www.fantasyxc.se/api/athletes/3482350,https://www.fantasyxc.se/api/athletes/3482350/results
440,VITSENKO Alexey,3481210,m,0,True,RUS,99,219,False,https://www.fantasyxc.se/api/athletes/3481210,https://www.fantasyxc.se/api/athletes/3481210/results
441,SMIRNOV Mikhail,3481544,m,0,False,RUS,99,219,False,https://www.fantasyxc.se/api/athletes/3481544,https://www.fantasyxc.se/api/athletes/3481544/results
442,KINDSCHI Joeri,3510207,m,0,False,CHE,99,211,False,https://www.fantasyxc.se/api/athletes/3510207,https://www.fantasyxc.se/api/athletes/3510207/results
443,HAMMERLUND Sindre Saetre,3421123,m,0,False,NOR,99,211,False,https://www.fantasyxc.se/api/athletes/3421123,https://www.fantasyxc.se/api/athletes/3421123/results
444,DI CENTA Giorgio,1067291,m,0,False,ITA,99,225,False,https://www.fantasyxc.se/api/athletes/1067291,https://www.fantasyxc.se/api/athletes/1067291/results
445,AKHMADIYEV Yerdos,3670032,m,0,False,KAZ,99,225,False,https://www.fantasyxc.se/api/athletes/3670032,https://www.fantasyxc.se/api/athletes/3670032/results
446,DYVIK Karl-Johan,3501085,m,0,True,SWE,99,217,False,https://www.fantasyxc.se/api/athletes/3501085,https://www.fantasyxc.se/api/athletes/3501085/results
447,GAILLARD Jean Marc,1345875,m,0,True,FRA,99,572,False,https://www.fantasyxc.se/api/athletes/1345875,https://www.fantasyxc.se/api/athletes/1345875/results
448,SWEDEN II,74616,m,0,True,SWE,99,4245,True,https://www.fantasyxc.se/api/athletes/74616,https://www.fantasyxc.se/api/athletes/74616/results
449,KOVACS Paul,3040096,m,0,False,AUS,99,224,False,https://www.fantasyxc.se/api/athletes/3040096,https://www.fantasyxc.se/api/athletes/3040096/results
450,GRALL-JOHNSON Pierre,3100449,m,0,False,CAN,99,229,False,https://www.fantasyxc.se/api/athletes/3100449,https://www.fantasyxc.se/api/athletes/3100449/results
451,NORUM Robin,3500326,m,0,False,SWE,99,213,False,https://www.fantasyxc.se/api/athletes/3500326,https://www.fantasyxc.se/api/athletes/3500326/results
452,JONSSON Fredrik,3500755,m,0,True,SWE,99,228,False,https://www.fantasyxc.se/api/athletes/3500755,https://www.fantasyxc.se/api/athletes/3500755/results
453,ARNAULT Clement,3190370,m,0,False,FRA,99,215,False,https://www.fantasyxc.se/api/athletes/3190370,https://www.fantasyxc.se/api/athletes/3190370/results
454,SVENSSON Oskar,3501255,m,0,True,SWE,99,3801,False,https://www.fantasyxc.se/api/athletes/3501255,https://www.fantasyxc.se/api/athletes/3501255/results
455,KRASOVSKYI Oleksii,3690074,m,0,True,UKR,99,223,False,https://www.fantasyxc.se/api/athletes/3690074,https://www.fantasyxc.se/api/athletes/3690074/results
456,SWITZERLAND II,74618,m,0,True,CHE,99,4103,True,https://www.fantasyxc.se/api/athletes/74618,https://www.fantasyxc.se/api/athletes/74618/results
457,BOERSHEIM Torjus,3420762,m,0,True,NOR,99,224,False,https://www.fantasyxc.se/api/athletes/3420762,https://www.fantasyxc.se/api/athletes/3420762/results
458,ERIKSEN Sivert Groetan,3422293,m,0,False,NOR,99,222,False,https://www.fantasyxc.se/api/athletes/3422293,https://www.fantasyxc.se/api/athletes/3422293/results
459,CERNY Ondrej,3150664,m,0,True,CZE,99,218,False,https://www.fantasyxc.se/api/athletes/3150664,https://www.fantasyxc.se/api/athletes/3150664/results
460,PARFENOV Andrey,3480322,m,0,True,RUS,99,231,False,https://www.fantasyxc.se/api/athletes/3480322,https://www.fantasyxc.se/api/athletes/3480322/results
461,KILLICK Graeme,3100175,m,0,False,CAN,99,220,False,https://www.fantasyxc.se/api/athletes/3100175,https://www.fantasyxc.se/api/athletes/3100175/results
462,DENMARK I,3170070,m,0,True,DNK,99,221,True,https://www.fantasyxc.se/api/athletes/3170070,https://www.fantasyxc.se/api/athletes/3170070/results
463,EVENSEN Ansgar,3424269,m,0,True,NOR,99,223,False,https://www.fantasyxc.se/api/athletes/3424269,https://www.fantasyxc.se/api/athletes/3424269/results
464,HERZOG Daniel,3200464,m,0,True,DEU,99,214,False,https://www.fantasyxc.se/api/athletes/3200464,https://www.fantasyxc.se/api/athletes/3200464/results
465,MONCION-GROULX Dominique,3100251,m,0,False,CAN,99,221,False,https://www.fantasyxc.se/api/athletes/3100251,https://www.fantasyxc.se/api/athletes/3100251/results
466,GABRIELLI Giacomo,3290514,m,0,True,ITA,99,229,False,https://www.fantasyxc.se/api/athletes/3290514,https://www.fantasyxc.se/api/athletes/3290514/results
467,PETROV Pavel,3482308,m,0,False,RUS,99,214,False,https://www.fantasyxc.se/api/athletes/3482308,https://www.fantasyxc.se/api/athletes/3482308/results
468,STRANDVALL Matias,3180114,m,0,False,FIN,99,216,False,https://www.fantasyxc.se/api/athletes/3180114,https://www.fantasyxc.se/api/athletes/3180114/results
469,COCKNEY Jesse,3100137,m,0,False,CAN,99,214,False,https://www.fantasyxc.se/api/athletes/3100137,https://www.fantasyxc.se/api/athletes/3100137/results
470,CLARA Roland,3290016,m,0,False,ITA,99,232,False,https://www.fantasyxc.se/api/athletes/3290016,https://www.fantasyxc.se/api/athletes/3290016/results
471,MOERK Martin Kirkeberg,3424611,m,0,True,NOR,99,231,False,https://www.fantasyxc.se/api/athletes/3424611,https://www.fantasyxc.se/api/athletes/3424611/results
472,AUGDAL Eirik Sverdrup,3422521,m,0,True,NOR,99,271,False,https://www.fantasyxc.se/api/athletes/3422521,https://www.fantasyxc.se/api/athletes/3422521/results
473,RUUS Marcus,3501176,m,0,True,SWE,99,220,False,https://www.fantasyxc.se/api/athletes/3501176,https://www.fantasyxc.se/api/athletes/3501176/results
474,ITALY II,74728,m,0,True,ITA,99,2405,True,https://www.fantasyxc.se/api/athletes/74728,https://www.fantasyxc.se/api/athletes/74728/results
475,HOGIU Petrica,3460021,m,0,True,ROU,99,215,False,https://www.fantasyxc.se/api/athletes/3460021,https://www.fantasyxc.se/api/athletes/3460021/results
476,HANNEMAN Reese,3530530,m,0,False,USA,99,230,False,https://www.fantasyxc.se/api/athletes/3530530,https://www.fantasyxc.se/api/athletes/3530530/results
477,HOEGNES Lars,1356933,m,0,False,NOR,99,225,False,https://www.fantasyxc.se/api/athletes/1356933,https://www.fantasyxc.se/api/athletes/1356933/results
478,BELLINGHAM Phillip,3040101,m,0,True,AUS,99,217,False,https://www.fantasyxc.se/api/athletes/3040101,https://www.fantasyxc.se/api/athletes/3040101/results
479,CHEREPANOV Sergey,3670006,m,0,True,KAZ,99,213,False,https://www.fantasyxc.se/api/athletes/3670006,https://www.fantasyxc.se/api/athletes/3670006/results
480,GJERDALEN Tord Asle,3420023,m,0,False,NOR,99,221,False,https://www.fantasyxc.se/api/athletes/3420023,https://www.fantasyxc.se/api/athletes/3420023/results
481,STUPAK Nikita,3481177,m,0,False,RUS,99,231,False,https://www.fantasyxc.se/api/athletes/3481177,https://www.fantasyxc.se/api/athletes/3481177/results
482,KASHIWABARA Nobuhito,3300241,m,0,False,JPN,99,233,False,https://www.fantasyxc.se/api/athletes/3300241,https://www.fantasyxc.se/api/athletes/3300241/results
483,SANDSTROEM Bjoern,3501297,m,0,True,SWE,99,258,False,https://www.fantasyxc.se/api/athletes/3501297,https://www.fantasyxc.se/api/athletes/3501297/results
484,KVAALE Gaute,3422263,m,0,True,NOR,99,228,False,https://www.fantasyxc.se/api/athletes/3422263,https://www.fantasyxc.se/api/athletes/3422263/results
485,SULEK Miroslav,3700074,m,0,False,SVK,99,223,False,https://www.fantasyxc.se/api/athletes/3700074,https://www.fantasyxc.se/api/athletes/3700074/results
486,NORTHUG Tomas,3420798,m,0,False,NOR,99,227,False,https://www.fantasyxc.se/api/athletes/3420798,https://www.fantasyxc.se/api/athletes/3420798/results
487,CHUCHUGANOV Yordan,3090097,m,0,False,BGR,99,228,False,https://www.fantasyxc.se/api/athletes/3090097,https://www.fantasyxc.se/api/athletes/3090097/results
488,ERIKSTAD Audun,3422405,m,0,False,NOR,99,224,False,https://www.fantasyxc.se/api/athletes/3422405,https://www.fantasyxc.se/api/athletes/3422405/results
489,PATTERSON Scott,3530532,m,0,True,USA,99,560,False,https://www.fantasyxc.se/api/athletes/3530532,https://www.fantasyxc.se/api/athletes/3530532/results
490,JACOBSSON Hugo,3501399,m,0,True,SWE,99,219,False,https://www.fantasyxc.se/api/athletes/3501399,https://www.fantasyxc.se/api/athletes/3501399/results
491,MOSER Benjamin,3050267,m,0,True,AUT,99,225,False,https://www.fantasyxc.se/api/athletes/3050267,https://www.fantasyxc.se/api/athletes/3050267/results
492,FILIMONOV Denis,3483152,m,0,True,RUS,99,218,False,https://www.fantasyxc.se/api/athletes/3483152,https://www.fantasyxc.se/api/athletes/3483152/results
493,SOLVANG Eirik,3421807,m,0,False,NOR,99,220,False,https://www.fantasyxc.se/api/athletes/3421807,https://www.fantasyxc.se/api/athletes/3421807/results
494,SHEMIAKIN Alexey,3481745,m,0,True,RUS,99,222,False,https://www.fantasyxc.se/api/athletes/3481745,https://www.fantasyxc.se/api/athletes/3481745/results
