,rank,country,price,score,active,athlete_id,is_team,name,gender,links.self,links.results
381,111,MNG,216,0,True,201365,True,Mongolia I,m,https://www.fantasyxc.se/api/athletes/201365,https://www.fantasyxc.se/api/athletes/201365/results
382,111,CZE,229,0,True,3150559,False,BESTAK Jonas,m,https://www.fantasyxc.se/api/athletes/3150559,https://www.fantasyxc.se/api/athletes/3150559/results
383,111,CAN,230,0,False,3100006,False,KERSHAW Devon,m,https://www.fantasyxc.se/api/athletes/3100006,https://www.fantasyxc.se/api/athletes/3100006/results
384,111,CAN,221,0,True,3100406,False,CYR Antoine,m,https://www.fantasyxc.se/api/athletes/3100406,https://www.fantasyxc.se/api/athletes/3100406/results
385,111,CZE,232,0,False,3150069,False,JAKS Martin,m,https://www.fantasyxc.se/api/athletes/3150069,https://www.fantasyxc.se/api/athletes/3150069/results
386,111,NOR,322,0,True,3422992,False,WIIG Sivert,m,https://www.fantasyxc.se/api/athletes/3422992,https://www.fantasyxc.se/api/athletes/3422992/results
387,111,AUT,217,0,True,3050256,False,FOETTINGER Michael,m,https://www.fantasyxc.se/api/athletes/3050256,https://www.fantasyxc.se/api/athletes/3050256/results
388,111,UKR,221,0,True,3690030,False,PEREKHODA Ruslan,m,https://www.fantasyxc.se/api/athletes/3690030,https://www.fantasyxc.se/api/athletes/3690030/results
389,111,RUS,223,0,False,3480016,False,LEGKOV Alexander,m,https://www.fantasyxc.se/api/athletes/3480016,https://www.fantasyxc.se/api/athletes/3480016/results
390,111,CHE,216,0,True,3510619,False,FAEHNDRICH Cyril,m,https://www.fantasyxc.se/api/athletes/3510619,https://www.fantasyxc.se/api/athletes/3510619/results
391,111,ROU,214,0,True,3460018,False,PEPENE Paul Constantin,m,https://www.fantasyxc.se/api/athletes/3460018,https://www.fantasyxc.se/api/athletes/3460018/results
392,111,FIN,216,0,False,1344711,False,JAUHOJAERVI Sami,m,https://www.fantasyxc.se/api/athletes/1344711,https://www.fantasyxc.se/api/athletes/1344711/results
393,111,SWE,216,0,True,3501639,False,HERBERT Johan,m,https://www.fantasyxc.se/api/athletes/3501639,https://www.fantasyxc.se/api/athletes/3501639/results
394,111,SWE,213,0,True,3501635,False,AFLODAL Axel,m,https://www.fantasyxc.se/api/athletes/3501635,https://www.fantasyxc.se/api/athletes/3501635/results
395,111,ITA,219,0,False,3290290,False,NIZZI Enrico,m,https://www.fantasyxc.se/api/athletes/3290290,https://www.fantasyxc.se/api/athletes/3290290/results
396,111,SWE,229,0,True,3501356,False,DANIELSSON Filip,m,https://www.fantasyxc.se/api/athletes/3501356,https://www.fantasyxc.se/api/athletes/3501356/results
397,111,NOR,218,0,False,3420239,False,NORTHUG Petter Jr.,m,https://www.fantasyxc.se/api/athletes/3420239,https://www.fantasyxc.se/api/athletes/3420239/results
398,111,RUS,214,0,False,3480684,False,USACHEV Igor,m,https://www.fantasyxc.se/api/athletes/3480684,https://www.fantasyxc.se/api/athletes/3480684/results
399,111,FIN,211,0,True,3180766,False,OJANSIVU Antti,m,https://www.fantasyxc.se/api/athletes/3180766,https://www.fantasyxc.se/api/athletes/3180766/results
400,111,NOR,216,0,False,1059725,False,AUKLAND Anders,m,https://www.fantasyxc.se/api/athletes/1059725,https://www.fantasyxc.se/api/athletes/1059725/results
401,111,ISL,218,0,True,3250018,False,BIRGISSON Saevar,m,https://www.fantasyxc.se/api/athletes/3250018,https://www.fantasyxc.se/api/athletes/3250018/results
402,111,DEU,215,0,True,3200426,False,MADLENER Moritz,m,https://www.fantasyxc.se/api/athletes/3200426,https://www.fantasyxc.se/api/athletes/3200426/results
403,111,USA,222,0,True,3530772,False,LUSTGARTEN Benjamin,m,https://www.fantasyxc.se/api/athletes/3530772,https://www.fantasyxc.se/api/athletes/3530772/results
404,111,NOR,226,0,True,3420953,False,MOXNES Einar Flaktveit,m,https://www.fantasyxc.se/api/athletes/3420953,https://www.fantasyxc.se/api/athletes/3420953/results
405,111,DEU,231,0,False,3200710,False,GROSS Lukas,m,https://www.fantasyxc.se/api/athletes/3200710,https://www.fantasyxc.se/api/athletes/3200710/results
406,111,CAN,227,0,False,3100412,False,RITCHIE Graham,m,https://www.fantasyxc.se/api/athletes/3100412,https://www.fantasyxc.se/api/athletes/3100412/results
407,111,CZE,8569,0,True,102473,True,CZECH REPUBLIC I,m,https://www.fantasyxc.se/api/athletes/102473,https://www.fantasyxc.se/api/athletes/102473/results
408,111,POL,213,0,False,3430186,False,KLISZ Pawel,m,https://www.fantasyxc.se/api/athletes/3430186,https://www.fantasyxc.se/api/athletes/3430186/results
409,111,NOR,216,0,False,3420421,False,HELGESTAD Daniel Myrmael,m,https://www.fantasyxc.se/api/athletes/3420421,https://www.fantasyxc.se/api/athletes/3420421/results
410,111,CHN,230,0,True,3120134,False,KUERBANJIANG Wuerkaixi,m,https://www.fantasyxc.se/api/athletes/3120134,https://www.fantasyxc.se/api/athletes/3120134/results
411,111,KAZ,508,0,True,3670115,False,PUKHKALO Vitaliy,m,https://www.fantasyxc.se/api/athletes/3670115,https://www.fantasyxc.se/api/athletes/3670115/results
412,111,CAN,216,0,False,3100248,False,LOCKE Julien,m,https://www.fantasyxc.se/api/athletes/3100248,https://www.fantasyxc.se/api/athletes/3100248/results
413,111,FRA,223,0,True,3190481,False,MANCINI Tom,m,https://www.fantasyxc.se/api/athletes/3190481,https://www.fantasyxc.se/api/athletes/3190481/results
414,111,DEU,233,0,False,3200331,False,WICK Thomas,m,https://www.fantasyxc.se/api/athletes/3200331,https://www.fantasyxc.se/api/athletes/3200331/results
415,111,LIE,225,0,False,3350003,False,HAELG Philipp,m,https://www.fantasyxc.se/api/athletes/3350003,https://www.fantasyxc.se/api/athletes/3350003/results
416,111,SWE,221,0,False,3500324,False,NORBERG Mikael,m,https://www.fantasyxc.se/api/athletes/3500324,https://www.fantasyxc.se/api/athletes/3500324/results
417,111,NOR,228,0,True,3422803,False,STENSHAGEN Mattis,m,https://www.fantasyxc.se/api/athletes/3422803,https://www.fantasyxc.se/api/athletes/3422803/results
418,111,CHN,256,0,True,132612,True,PEOPLES REPUBLIC OF CHINA I,m,https://www.fantasyxc.se/api/athletes/132612,https://www.fantasyxc.se/api/athletes/132612/results
419,111,USA,214,0,False,3530629,False,CALDWELL Patrick,m,https://www.fantasyxc.se/api/athletes/3530629,https://www.fantasyxc.se/api/athletes/3530629/results
420,111,RUS,216,0,False,3482071,False,BAKANOV Alexander,m,https://www.fantasyxc.se/api/athletes/3482071,https://www.fantasyxc.se/api/athletes/3482071/results
421,111,NOR,211,0,True,3420376,False,GLOEERSEN Anders,m,https://www.fantasyxc.se/api/athletes/3420376,https://www.fantasyxc.se/api/athletes/3420376/results
422,111,FIN,228,0,False,3180054,False,NOUSIAINEN Ville,m,https://www.fantasyxc.se/api/athletes/3180054,https://www.fantasyxc.se/api/athletes/3180054/results
423,111,CHE,223,0,True,3510366,False,SCHNIDER Ueli,m,https://www.fantasyxc.se/api/athletes/3510366,https://www.fantasyxc.se/api/athletes/3510366/results
424,111,FRA,222,0,True,3190298,False,POUYE Alexandre,m,https://www.fantasyxc.se/api/athletes/3190298,https://www.fantasyxc.se/api/athletes/3190298/results
425,111,CHN,218,0,True,3120109,False,ENTEMAKE Maowulietibieke,m,https://www.fantasyxc.se/api/athletes/3120109,https://www.fantasyxc.se/api/athletes/3120109/results
426,111,TUR,227,0,True,171272,True,TURKEY I,m,https://www.fantasyxc.se/api/athletes/171272,https://www.fantasyxc.se/api/athletes/171272/results
427,111,NOR,233,0,True,3421216,False,NYENG Emil,m,https://www.fantasyxc.se/api/athletes/3421216,https://www.fantasyxc.se/api/athletes/3421216/results
428,111,USA,224,0,True,3530005,False,NEWELL Andrew,m,https://www.fantasyxc.se/api/athletes/3530005,https://www.fantasyxc.se/api/athletes/3530005/results
429,111,RUS,224,0,True,3481507,False,NIKOLAEV Artem,m,https://www.fantasyxc.se/api/athletes/3481507,https://www.fantasyxc.se/api/athletes/3481507/results
430,111,AUT,3502,0,True,100622,True,AUSTRIA I,m,https://www.fantasyxc.se/api/athletes/100622,https://www.fantasyxc.se/api/athletes/100622/results
431,111,RUS,217,0,False,3480503,False,GAFAROV Anton,m,https://www.fantasyxc.se/api/athletes/3480503,https://www.fantasyxc.se/api/athletes/3480503/results
432,111,CAN,231,0,False,3100314,False,BRIAND Antoine,m,https://www.fantasyxc.se/api/athletes/3100314,https://www.fantasyxc.se/api/athletes/3100314/results
433,111,RUS,574,0,True,3482350,False,POROSHKIN Ilia,m,https://www.fantasyxc.se/api/athletes/3482350,https://www.fantasyxc.se/api/athletes/3482350/results
434,111,RUS,214,0,True,3481210,False,VITSENKO Alexey,m,https://www.fantasyxc.se/api/athletes/3481210,https://www.fantasyxc.se/api/athletes/3481210/results
435,111,RUS,219,0,False,3481544,False,SMIRNOV Mikhail,m,https://www.fantasyxc.se/api/athletes/3481544,https://www.fantasyxc.se/api/athletes/3481544/results
436,111,CHE,211,0,False,3510207,False,KINDSCHI Joeri,m,https://www.fantasyxc.se/api/athletes/3510207,https://www.fantasyxc.se/api/athletes/3510207/results
437,111,NOR,211,0,False,3421123,False,HAMMERLUND Sindre Saetre,m,https://www.fantasyxc.se/api/athletes/3421123,https://www.fantasyxc.se/api/athletes/3421123/results
438,111,ITA,225,0,False,1067291,False,DI CENTA Giorgio,m,https://www.fantasyxc.se/api/athletes/1067291,https://www.fantasyxc.se/api/athletes/1067291/results
439,111,KAZ,225,0,False,3670032,False,AKHMADIYEV Yerdos,m,https://www.fantasyxc.se/api/athletes/3670032,https://www.fantasyxc.se/api/athletes/3670032/results
440,111,SWE,213,0,True,3501085,False,DYVIK Karl-Johan,m,https://www.fantasyxc.se/api/athletes/3501085,https://www.fantasyxc.se/api/athletes/3501085/results
441,111,FRA,496,0,True,1345875,False,GAILLARD Jean Marc,m,https://www.fantasyxc.se/api/athletes/1345875,https://www.fantasyxc.se/api/athletes/1345875/results
442,111,SWE,4263,0,True,74616,True,SWEDEN II,m,https://www.fantasyxc.se/api/athletes/74616,https://www.fantasyxc.se/api/athletes/74616/results
443,111,AUS,224,0,False,3040096,False,KOVACS Paul,m,https://www.fantasyxc.se/api/athletes/3040096,https://www.fantasyxc.se/api/athletes/3040096/results
444,111,CAN,229,0,False,3100449,False,GRALL-JOHNSON Pierre,m,https://www.fantasyxc.se/api/athletes/3100449,https://www.fantasyxc.se/api/athletes/3100449/results
445,111,SWE,213,0,False,3500326,False,NORUM Robin,m,https://www.fantasyxc.se/api/athletes/3500326,https://www.fantasyxc.se/api/athletes/3500326/results
446,111,SWE,223,0,True,3500755,False,JONSSON Fredrik,m,https://www.fantasyxc.se/api/athletes/3500755,https://www.fantasyxc.se/api/athletes/3500755/results
447,111,FRA,215,0,False,3190370,False,ARNAULT Clement,m,https://www.fantasyxc.se/api/athletes/3190370,https://www.fantasyxc.se/api/athletes/3190370/results
448,111,SWE,3459,0,True,3501255,False,SVENSSON Oskar,m,https://www.fantasyxc.se/api/athletes/3501255,https://www.fantasyxc.se/api/athletes/3501255/results
449,111,UKR,233,0,True,3690074,False,KRASOVSKYI Oleksii,m,https://www.fantasyxc.se/api/athletes/3690074,https://www.fantasyxc.se/api/athletes/3690074/results
450,111,CHE,3999,0,True,74618,True,SWITZERLAND II,m,https://www.fantasyxc.se/api/athletes/74618,https://www.fantasyxc.se/api/athletes/74618/results
451,111,NOR,213,0,True,3420762,False,BOERSHEIM Torjus,m,https://www.fantasyxc.se/api/athletes/3420762,https://www.fantasyxc.se/api/athletes/3420762/results
452,111,NOR,222,0,False,3422293,False,ERIKSEN Sivert Groetan,m,https://www.fantasyxc.se/api/athletes/3422293,https://www.fantasyxc.se/api/athletes/3422293/results
453,111,RUS,211,0,True,3480322,False,PARFENOV Andrey,m,https://www.fantasyxc.se/api/athletes/3480322,https://www.fantasyxc.se/api/athletes/3480322/results
454,111,CAN,220,0,False,3100175,False,KILLICK Graeme,m,https://www.fantasyxc.se/api/athletes/3100175,https://www.fantasyxc.se/api/athletes/3100175/results
455,111,DNK,238,0,True,3170070,True,DENMARK I,m,https://www.fantasyxc.se/api/athletes/3170070,https://www.fantasyxc.se/api/athletes/3170070/results
456,111,NOR,230,0,True,3424269,False,EVENSEN Ansgar,m,https://www.fantasyxc.se/api/athletes/3424269,https://www.fantasyxc.se/api/athletes/3424269/results
457,111,DEU,232,0,True,3200464,False,HERZOG Daniel,m,https://www.fantasyxc.se/api/athletes/3200464,https://www.fantasyxc.se/api/athletes/3200464/results
458,111,CAN,221,0,False,3100251,False,MONCION-GROULX Dominique,m,https://www.fantasyxc.se/api/athletes/3100251,https://www.fantasyxc.se/api/athletes/3100251/results
459,111,ITA,230,0,True,3290514,False,GABRIELLI Giacomo,m,https://www.fantasyxc.se/api/athletes/3290514,https://www.fantasyxc.se/api/athletes/3290514/results
460,111,RUS,214,0,False,3482308,False,PETROV Pavel,m,https://www.fantasyxc.se/api/athletes/3482308,https://www.fantasyxc.se/api/athletes/3482308/results
461,111,FIN,216,0,False,3180114,False,STRANDVALL Matias,m,https://www.fantasyxc.se/api/athletes/3180114,https://www.fantasyxc.se/api/athletes/3180114/results
462,111,CAN,214,0,False,3100137,False,COCKNEY Jesse,m,https://www.fantasyxc.se/api/athletes/3100137,https://www.fantasyxc.se/api/athletes/3100137/results
463,111,ITA,232,0,False,3290016,False,CLARA Roland,m,https://www.fantasyxc.se/api/athletes/3290016,https://www.fantasyxc.se/api/athletes/3290016/results
464,111,NOR,218,0,True,3424611,False,MOERK Martin Kirkeberg,m,https://www.fantasyxc.se/api/athletes/3424611,https://www.fantasyxc.se/api/athletes/3424611/results
465,111,NOR,275,0,True,3422521,False,AUGDAL Eirik Sverdrup,m,https://www.fantasyxc.se/api/athletes/3422521,https://www.fantasyxc.se/api/athletes/3422521/results
466,111,SWE,226,0,True,3501176,False,RUUS Marcus,m,https://www.fantasyxc.se/api/athletes/3501176,https://www.fantasyxc.se/api/athletes/3501176/results
467,111,ITA,2347,0,True,74728,True,ITALY II,m,https://www.fantasyxc.se/api/athletes/74728,https://www.fantasyxc.se/api/athletes/74728/results
468,111,ROU,214,0,True,3460021,False,HOGIU Petrica,m,https://www.fantasyxc.se/api/athletes/3460021,https://www.fantasyxc.se/api/athletes/3460021/results
469,111,USA,230,0,False,3530530,False,HANNEMAN Reese,m,https://www.fantasyxc.se/api/athletes/3530530,https://www.fantasyxc.se/api/athletes/3530530/results
470,111,NOR,225,0,False,1356933,False,HOEGNES Lars,m,https://www.fantasyxc.se/api/athletes/1356933,https://www.fantasyxc.se/api/athletes/1356933/results
471,111,AUS,222,0,True,3040101,False,BELLINGHAM Phillip,m,https://www.fantasyxc.se/api/athletes/3040101,https://www.fantasyxc.se/api/athletes/3040101/results
472,111,KAZ,229,0,True,3670006,False,CHEREPANOV Sergey,m,https://www.fantasyxc.se/api/athletes/3670006,https://www.fantasyxc.se/api/athletes/3670006/results
473,111,NOR,221,0,False,3420023,False,GJERDALEN Tord Asle,m,https://www.fantasyxc.se/api/athletes/3420023,https://www.fantasyxc.se/api/athletes/3420023/results
474,111,RUS,231,0,False,3481177,False,STUPAK Nikita,m,https://www.fantasyxc.se/api/athletes/3481177,https://www.fantasyxc.se/api/athletes/3481177/results
475,111,JPN,233,0,False,3300241,False,KASHIWABARA Nobuhito,m,https://www.fantasyxc.se/api/athletes/3300241,https://www.fantasyxc.se/api/athletes/3300241/results
476,111,SWE,232,0,True,3501297,False,SANDSTROEM Bjoern,m,https://www.fantasyxc.se/api/athletes/3501297,https://www.fantasyxc.se/api/athletes/3501297/results
477,111,NOR,232,0,True,3422263,False,KVAALE Gaute,m,https://www.fantasyxc.se/api/athletes/3422263,https://www.fantasyxc.se/api/athletes/3422263/results
478,111,SVK,223,0,False,3700074,False,SULEK Miroslav,m,https://www.fantasyxc.se/api/athletes/3700074,https://www.fantasyxc.se/api/athletes/3700074/results
479,111,NOR,227,0,False,3420798,False,NORTHUG Tomas,m,https://www.fantasyxc.se/api/athletes/3420798,https://www.fantasyxc.se/api/athletes/3420798/results
480,111,BGR,228,0,False,3090097,False,CHUCHUGANOV Yordan,m,https://www.fantasyxc.se/api/athletes/3090097,https://www.fantasyxc.se/api/athletes/3090097/results
481,111,NOR,224,0,False,3422405,False,ERIKSTAD Audun,m,https://www.fantasyxc.se/api/athletes/3422405,https://www.fantasyxc.se/api/athletes/3422405/results
482,111,USA,523,0,True,3530532,False,PATTERSON Scott,m,https://www.fantasyxc.se/api/athletes/3530532,https://www.fantasyxc.se/api/athletes/3530532/results
483,111,SWE,216,0,True,3501399,False,JACOBSSON Hugo,m,https://www.fantasyxc.se/api/athletes/3501399,https://www.fantasyxc.se/api/athletes/3501399/results
484,111,AUT,214,0,True,3050267,False,MOSER Benjamin,m,https://www.fantasyxc.se/api/athletes/3050267,https://www.fantasyxc.se/api/athletes/3050267/results
485,111,RUS,229,0,True,3483152,False,FILIMONOV Denis,m,https://www.fantasyxc.se/api/athletes/3483152,https://www.fantasyxc.se/api/athletes/3483152/results
486,111,NOR,220,0,False,3421807,False,SOLVANG Eirik,m,https://www.fantasyxc.se/api/athletes/3421807,https://www.fantasyxc.se/api/athletes/3421807/results
487,111,RUS,220,0,True,3481745,False,SHEMIAKIN Alexey,m,https://www.fantasyxc.se/api/athletes/3481745,https://www.fantasyxc.se/api/athletes/3481745/results
488,111,FRA,217,0,False,3190401,False,GUIGONNET Loic,m,https://www.fantasyxc.se/api/athletes/3190401,https://www.fantasyxc.se/api/athletes/3190401/results
489,111,SWE,229,0,True,3501167,False,ENGDAHL Petter,m,https://www.fantasyxc.se/api/athletes/3501167,https://www.fantasyxc.se/api/athletes/3501167/results
490,111,AUT,214,0,False,3050260,False,BLASSNIG Clemens,m,https://www.fantasyxc.se/api/athletes/3050260,https://www.fantasyxc.se/api/athletes/3050260/results
491,111,SVN,219,0,True,3560121,False,LAMPIC Janez,m,https://www.fantasyxc.se/api/athletes/3560121,https://www.fantasyxc.se/api/athletes/3560121/results
492,111,FIN,219,0,False,3180228,False,PAAKKONEN Lasse,m,https://www.fantasyxc.se/api/athletes/3180228,https://www.fantasyxc.se/api/athletes/3180228/results
493,111,BGR,225,0,False,3090024,False,TSINZOV Veselin,m,https://www.fantasyxc.se/api/athletes/3090024,https://www.fantasyxc.se/api/athletes/3090024/results
494,111,CHE,224,0,False,3510472,False,BIELER Livio,m,https://www.fantasyxc.se/api/athletes/3510472,https://www.fantasyxc.se/api/athletes/3510472/results
495,111,BLR,223,0,False,3660155,False,KUKLIN Mikhail,m,https://www.fantasyxc.se/api/athletes/3660155,https://www.fantasyxc.se/api/athletes/3660155/results
496,111,FIN,215,0,False,1344808,False,KITTILAE Kusti,m,https://www.fantasyxc.se/api/athletes/1344808,https://www.fantasyxc.se/api/athletes/1344808/results
497,111,CAN,266,0,True,102476,True,CANADA II,m,https://www.fantasyxc.se/api/athletes/102476,https://www.fantasyxc.se/api/athletes/102476/results
498,111,RUS,227,0,True,3480832,False,SEDOV Petr,m,https://www.fantasyxc.se/api/athletes/3480832,https://www.fantasyxc.se/api/athletes/3480832/results
499,111,SWE,228,0,False,3500153,False,JOHANSSON Martin,m,https://www.fantasyxc.se/api/athletes/3500153,https://www.fantasyxc.se/api/athletes/3500153/results
500,111,NOR,225,0,False,3422316,False,RISETH Fredrik,m,https://www.fantasyxc.se/api/athletes/3422316,https://www.fantasyxc.se/api/athletes/3422316/results
501,111,TUR,214,0,True,3520061,False,AYCICEK Omer,m,https://www.fantasyxc.se/api/athletes/3520061,https://www.fantasyxc.se/api/athletes/3520061/results
502,111,SWE,233,0,True,3500863,False,ANDERSSON Simon,m,https://www.fantasyxc.se/api/athletes/3500863,https://www.fantasyxc.se/api/athletes/3500863/results
503,111,CHN,231,0,True,3120063,False,SHANG Jincai,m,https://www.fantasyxc.se/api/athletes/3120063,https://www.fantasyxc.se/api/athletes/3120063/results
504,111,NOR,1102,0,False,3420228,False,SUNDBY Martin Johnsrud,m,https://www.fantasyxc.se/api/athletes/3420228,https://www.fantasyxc.se/api/athletes/3420228/results
505,111,CZE,216,0,False,1217350,False,BAUER Lukas,m,https://www.fantasyxc.se/api/athletes/1217350,https://www.fantasyxc.se/api/athletes/1217350/results
506,111,SVN,2053,0,True,101037,True,SLOVENIA I,m,https://www.fantasyxc.se/api/athletes/101037,https://www.fantasyxc.se/api/athletes/101037/results
507,111,NOR,223,0,True,3421467,False,RUNDGREEN Mathias,m,https://www.fantasyxc.se/api/athletes/3421467,https://www.fantasyxc.se/api/athletes/3421467/results
508,111,SWE,218,0,False,3500997,False,PERSSON Niklas,m,https://www.fantasyxc.se/api/athletes/3500997,https://www.fantasyxc.se/api/athletes/3500997/results
509,111,ROU,219,0,True,3460030,False,CIOANCA Alin Florin,m,https://www.fantasyxc.se/api/athletes/3460030,https://www.fantasyxc.se/api/athletes/3460030/results
510,111,EST,225,0,False,1323468,False,REHEMAA Aivar,m,https://www.fantasyxc.se/api/athletes/1323468,https://www.fantasyxc.se/api/athletes/1323468/results
511,111,ESP,228,0,True,3490145,False,ROJO Imanol,m,https://www.fantasyxc.se/api/athletes/3490145,https://www.fantasyxc.se/api/athletes/3490145/results
512,111,FIN,230,0,True,3181076,False,SIPILA Turo,m,https://www.fantasyxc.se/api/athletes/3181076,https://www.fantasyxc.se/api/athletes/3181076/results
513,111,NOR,216,0,True,3422161,False,STADAAS Kasper,m,https://www.fantasyxc.se/api/athletes/3422161,https://www.fantasyxc.se/api/athletes/3422161/results
514,111,LTU,216,0,True,3780034,False,DRUSYS Jaunius,m,https://www.fantasyxc.se/api/athletes/3780034,https://www.fantasyxc.se/api/athletes/3780034/results
515,111,NOR,211,0,False,3421406,False,HJELSTUEN Haakon,m,https://www.fantasyxc.se/api/athletes/3421406,https://www.fantasyxc.se/api/athletes/3421406/results
516,111,FRA,230,0,True,3190358,False,TIBERGHIEN Jean,m,https://www.fantasyxc.se/api/athletes/3190358,https://www.fantasyxc.se/api/athletes/3190358/results
517,111,HRV,510,0,True,3380068,True,CROATIA I,m,https://www.fantasyxc.se/api/athletes/3380068,https://www.fantasyxc.se/api/athletes/3380068/results
518,111,NOR,212,0,False,3421660,False,RISETH Martin,m,https://www.fantasyxc.se/api/athletes/3421660,https://www.fantasyxc.se/api/athletes/3421660/results
519,111,FRA,228,0,False,3190229,False,JEANNEROD Alexis,m,https://www.fantasyxc.se/api/athletes/3190229,https://www.fantasyxc.se/api/athletes/3190229/results
520,111,FRA,221,0,True,3190125,False,POIRRIER Bastien,m,https://www.fantasyxc.se/api/athletes/3190125,https://www.fantasyxc.se/api/athletes/3190125/results
521,111,EST,229,0,False,3390164,False,VEERPALU Andreas,m,https://www.fantasyxc.se/api/athletes/3390164,https://www.fantasyxc.se/api/athletes/3390164/results
522,111,ITA,224,0,False,3290373,False,MULLER Claudio,m,https://www.fantasyxc.se/api/athletes/3290373,https://www.fantasyxc.se/api/athletes/3290373/results
523,111,NOR,759,0,True,3422613,False,JENSSEN Jan Thomas,m,https://www.fantasyxc.se/api/athletes/3422613,https://www.fantasyxc.se/api/athletes/3422613/results
524,111,NOR,233,0,False,3421470,False,LOEFALD Hallvard,m,https://www.fantasyxc.se/api/athletes/3421470,https://www.fantasyxc.se/api/athletes/3421470/results
525,111,EST,217,0,False,3390103,False,TAMMJARV Karel,m,https://www.fantasyxc.se/api/athletes/3390103,https://www.fantasyxc.se/api/athletes/3390103/results
526,111,POL,218,0,True,3430141,False,ANTOLEC Jan,m,https://www.fantasyxc.se/api/athletes/3430141,https://www.fantasyxc.se/api/athletes/3430141/results
527,111,USA,314,0,True,3530583,False,HANNEMAN Logan,m,https://www.fantasyxc.se/api/athletes/3530583,https://www.fantasyxc.se/api/athletes/3530583/results
528,111,LTU,220,0,True,3780093,True,LITHUANIA II,m,https://www.fantasyxc.se/api/athletes/3780093,https://www.fantasyxc.se/api/athletes/3780093/results
529,111,KAZ,230,0,True,3670080,False,LYUFT Ivan,m,https://www.fantasyxc.se/api/athletes/3670080,https://www.fantasyxc.se/api/athletes/3670080/results
530,111,ITA,221,0,True,3290321,False,GARDENER Stefano,m,https://www.fantasyxc.se/api/athletes/3290321,https://www.fantasyxc.se/api/athletes/3290321/results
531,111,ITA,211,0,False,3290266,False,PELLEGRIN Mattia,m,https://www.fantasyxc.se/api/athletes/3290266,https://www.fantasyxc.se/api/athletes/3290266/results
532,111,USA,219,0,False,3530679,False,BRATRUD Kyle,m,https://www.fantasyxc.se/api/athletes/3530679,https://www.fantasyxc.se/api/athletes/3530679/results
533,111,SVK,228,0,True,3700049,False,MLYNAR Peter,m,https://www.fantasyxc.se/api/athletes/3700049,https://www.fantasyxc.se/api/athletes/3700049/results
534,111,RUS,213,0,True,3480821,False,UTKIN Alexander,m,https://www.fantasyxc.se/api/athletes/3480821,https://www.fantasyxc.se/api/athletes/3480821/results
535,111,NOR,232,0,False,3420280,False,ELIASSEN Petter,m,https://www.fantasyxc.se/api/athletes/3420280,https://www.fantasyxc.se/api/athletes/3420280/results
536,111,ESP,226,0,False,3490289,False,VIGO DEL ARCO Marti,m,https://www.fantasyxc.se/api/athletes/3490289,https://www.fantasyxc.se/api/athletes/3490289/results
537,111,SWE,214,0,False,3500805,False,KARLSSON Anton,m,https://www.fantasyxc.se/api/athletes/3500805,https://www.fantasyxc.se/api/athletes/3500805/results
538,111,CZE,223,0,False,3150136,False,BARTON Jan,m,https://www.fantasyxc.se/api/athletes/3150136,https://www.fantasyxc.se/api/athletes/3150136/results
539,111,SWE,230,0,True,3501259,False,EKSTROEM Axel,m,https://www.fantasyxc.se/api/athletes/3501259,https://www.fantasyxc.se/api/athletes/3501259/results
540,111,EST,226,0,False,1198435,False,SEEMA Raul,m,https://www.fantasyxc.se/api/athletes/1198435,https://www.fantasyxc.se/api/athletes/1198435/results
541,111,FRA,220,0,True,3190548,False,CHAPPAZ Jules,m,https://www.fantasyxc.se/api/athletes/3190548,https://www.fantasyxc.se/api/athletes/3190548/results
542,111,SVN,215,0,True,3560141,False,MARKUN Luka,m,https://www.fantasyxc.se/api/athletes/3560141,https://www.fantasyxc.se/api/athletes/3560141/results
543,111,DEU,233,0,False,3200121,False,KUEHNE Andy,m,https://www.fantasyxc.se/api/athletes/3200121,https://www.fantasyxc.se/api/athletes/3200121/results
544,111,NOR,215,0,False,3420002,False,DAHL John Kristian,m,https://www.fantasyxc.se/api/athletes/3420002,https://www.fantasyxc.se/api/athletes/3420002/results
545,111,KAZ,218,0,True,3670075,False,BORTSOV Konstantin,m,https://www.fantasyxc.se/api/athletes/3670075,https://www.fantasyxc.se/api/athletes/3670075/results
546,111,NOR,221,0,False,3420577,False,DYRHAUG Niklas,m,https://www.fantasyxc.se/api/athletes/3420577,https://www.fantasyxc.se/api/athletes/3420577/results
547,111,SWE,221,0,True,3501398,False,BUSKQVIST Alfred,m,https://www.fantasyxc.se/api/athletes/3501398,https://www.fantasyxc.se/api/athletes/3501398/results
548,111,CZE,225,0,False,3150589,False,PILZ Petr,m,https://www.fantasyxc.se/api/athletes/3150589,https://www.fantasyxc.se/api/athletes/3150589/results
549,111,DEU,215,0,True,3200241,False,BING Thomas,m,https://www.fantasyxc.se/api/athletes/3200241,https://www.fantasyxc.se/api/athletes/3200241/results
550,111,NOR,218,0,False,3420460,False,RENNEMO Anders Tettli,m,https://www.fantasyxc.se/api/athletes/3420460,https://www.fantasyxc.se/api/athletes/3420460/results
551,111,SVN,233,0,True,3560107,False,CRV Benjamin,m,https://www.fantasyxc.se/api/athletes/3560107,https://www.fantasyxc.se/api/athletes/3560107/results
552,111,CAN,230,0,False,1282146,False,MCKEEVER Brian,m,https://www.fantasyxc.se/api/athletes/1282146,https://www.fantasyxc.se/api/athletes/1282146/results
