,win_prob,win
0,0.4337999793901408,1
1,0.649464024348617,1
2,0.17588040112477307,1
3,0.685085703581083,1
4,0.8121093370331944,1
5,0.6306610068680354,1
6,0.6270213004717302,1
7,0.7964110131627521,1
8,0.7137812552828227,1
9,0.7188082370503347,1
10,0.8294541523684087,1
11,0.7046594324798047,1
12,0.813601887584556,1
13,0.6644504082111717,1
14,0.8483501208215996,1
15,0.7953659629856894,1
16,0.8240860618232861,1
17,0.7675424242623927,1
18,0.6467236350065844,1
19,0.8087379869910273,1
20,0.4780720639459043,1
21,0.7420015643187321,1
22,0.8126271211033921,1
23,0.7864971481945068,1
24,0.7279303833814375,1
25,0.8707860329069385,1
26,0.858391260736268,1
27,0.7417813101879279,1
28,0.8157704992603688,1
29,0.8047709804919824,1
30,0.8139436947730084,1
31,0.8156210917891376,1
32,0.7738771836962682,1
33,0.7944091102137025,1
34,0.864810435185535,1
35,0.8469027253771518,1
36,0.822871471641468,1
37,0.49078862722781325,1
38,0.7417715928169111,1
39,0.7659896427502505,1
40,0.8177540247359437,1
41,0.7260732124365428,1
42,0.7755140416883806,1
43,0.7695201783298714,1
44,0.7752172605888027,1
45,0.6520907293555833,1
46,0.8256461855048642,1
47,0.8039214663536232,1
48,0.800631425774169,1
49,0.7926406455646947,1
50,0.8436826544862703,1
51,0.8950886566831365,1
52,0.878132119193619,1
53,0.8186937913959662,1
54,0.8113173586031837,1
55,0.810768733110114,1
56,0.9169188597387338,1
57,0.8541744633194567,1
58,0.8623490438629424,1
59,0.9268121499830015,1
60,0.8039214663536232,1
61,0.8998315276797763,1
62,0.8039214663536232,1
63,0.8039214663536232,1
64,0.9193093285129796,1
65,0.8039214663536232,1
66,0.8812367251436678,1
67,0.8162190574747918,1
68,0.5662000206098592,0
69,0.7074534350706357,1
70,0.21786571134222385,1
71,0.7395454325673697,1
72,0.8494301513243931,1
73,0.6902776040196653,1
74,0.6869337572661375,1
75,0.8362211497976191,1
76,0.7649808945241158,1
77,0.7693991524449075,1
78,0.8639071040149143,1
79,0.7569351519631337,1
80,0.8506807458406509,1
81,0.7210255440236869,1
82,0.8795401646207399,1
83,0.8353381999818661,1
84,0.8594396820850893,1
85,0.8116626263244379,1
86,0.7049604441740872,1
87,0.8466019645220483,1
88,0.5445306526486897,1
89,0.7896408124825604,1
90,0.8498641013040747,1
91,0.8278267654930855,1
92,0.7773883566873386,1
93,0.8979169110484203,1
94,0.8877892885599181,1
95,0.7894496876821883,1
96,0.8524961801525763,1
97,0.843268104557196,1
98,0.8509670145347107,1
99,0.8523711667114909,1
100,0.8170815909498109,1
101,0.8345293694898832,1
102,0.8930418887716796,1
103,0.8783477690060205,1
104,0.8584272550405037,1
105,0.5571279928536508,1
106,0.7894412549827301,1
107,0.810331733429637,1
108,0.8541549871758687,1
109,0.7757647928738945,1
110,0.8184790591672744,1
111,0.8133562850605721,1
112,0.8182257659793974,1
113,0.7098397402956654,1
114,0.8607392504699445,1
115,0.8425533327746905,1
116,0.8397823184561372,1
117,0.8330334798444556,1
118,0.8756919999098625,1
119,0.9175996110813005,1
120,0.9038907906703817,1
121,0.8549403457437189,1
122,0.8487661889468111,1
123,0.848306092872755,1
124,0.9350853888410858,1
125,0.8843299366765769,1
126,0.8910297388627156,1
127,0.9429500082741146,1
128,0.8425533327746905,1
129,0.9214141477718171,1
130,0.8425533327746905,1
131,0.8425533327746905,1
132,0.9369890776108669,1
133,0.8425533327746905,1
134,0.9064091280593236,1
135,0.8528714466126552,1
136,0.3505359756513829,0
137,0.29254656492936426,0
138,0.1032896668012385,1
139,0.5400538192364966,1
140,0.6999564874329679,1
141,0.47960369497287764,1
142,0.4757129028154834,1
143,0.6785962285704148,1
144,0.5737422607696002,1
145,0.5797808057114857,1
146,0.7241376666195004,1
147,0.5628904932733584,1
148,0.702013047163669,1
149,0.516620469890537,1
150,0.751202302919253,1
151,0.6771915454739024,1
152,0.7165873071174864,1
153,0.6405614698119247,1
154,0.4969961106239139,1
155,0.695327728161335,1
156,0.33082587019176196,1
157,0.6081908155310769,1
158,0.7006694218475878,1
159,0.6653559662343445,1
160,0.5908458892505736,1
161,0.784357420478051,1
162,0.7659008556034326,1
163,0.6079166898134148,1
164,0.7050092024660581,1
165,0.6899103707862644,1
166,0.7024846532581533,1
167,0.7048024738582783,1
168,0.6487731471421393,1
169,0.6759072792654771,1
170,0.7754157205565894,1
171,0.7491019181154237,1
172,0.7148872857547122,1
173,0.3421936543198612,1
174,0.6079045976307721,1
175,0.6385599033093732,1
176,0.7077580407920909,1
177,0.5885818434852679,1
178,0.6509070943393177,1
179,0.6431172491652101,1
180,0.6505198142434493,1
181,0.5028894367836385,1
182,0.7187754583569073,1
183,0.6887543538106667,1
184,0.6842907817949392,1
185,0.67353837342571,1
186,0.7444455305489189,1
187,0.8215849883122222,1
188,0.7954629994345419,1
189,0.7090632138976335,1
190,0.6988670652803172,1
191,0.6981131351310853,1
192,0.8562537476230244,1
193,0.7597009002112795,1
194,0.7717562863966949,1
195,0.872365455315172,1
196,0.6887543538106667,1
197,0.8290160694002039,1
198,0.6887543538106667,1
199,0.6887543538106667,1
200,0.8601234384940356,1
201,0.6887543538106667,1
202,0.8001944253345946,1
203,0.705630126529607,1
204,0.8241195988752269,0
205,0.7821342886577761,0
206,0.8967103331987616,0
207,0.9106628118222768,1
208,0.9529470692892417,1
209,0.8889010839266449,1
210,0.8873516805628765,1
211,0.9482661864362196,1
212,0.9211685957899319,1
213,0.9229463508025467,1
214,0.9579636500105637,1
215,0.9178959649963395,1
216,0.9533850620421768,1
217,0.9027097174329377,1
218,0.9632519707172899,1
219,0.9479496850324675,1
220,0.9564280312498806,1
221,0.9392889514571852,1
222,0.8955921110854534,1
223,0.9519532827267707,1
224,0.8110340803491167,1
225,0.9309200757046464,1
226,0.9530991509810499,1
227,0.9452385238586403,1
228,0.9261266515162022,1
229,0.9693037650436851,1
230,0.9659901533772526,1
231,0.930846070745091,1
232,0.9540193034003374,1
233,0.9507759376165338,1
234,0.9534851966921367,1
235,0.953975688232754,1
236,0.9413013351458174,1
237,0.9476593505325606,1
238,0.9677152779910563,1
239,0.9628532160848361,1
240,0.9560784901567801,1
241,0.8187144239629179,1
242,0.9308428049861717,1
243,0.9387919234882547,1
244,0.9545972019717095,1
245,0.925483892657221,1
246,0.94181736148152,1
247,0.9399198610487546,1
248,0.9417239198014233,1
249,0.8977759364001421,1
250,0.9568758761039083,1
251,0.9505226858102289,1
252,0.9495380920487253,1
253,0.9471213769817791,1
254,0.9619623792622591,1
255,0.9755964059935971,1
256,0.9712339354885687,1
257,0.9548702679406362,1
258,0.9527141707897765,1
259,0.9525526356405916,1
260,0.9810294127028479,1
261,0.9648461985879984,1
262,0.9670560993471166,1
263,0.9834264193079588,1
264,0.9505226858102289,1
265,0.9767940133060965,1
266,0.9505226858102289,1
267,0.9505226858102289,1
268,0.9816122397538212,1
269,0.9505226858102289,1
270,0.9720422683576267,1
271,0.9541501749331898,1
272,0.31491429641891694,0
273,0.26045456743263035,0
274,0.4599461807635033,0
275,0.08933718817772307,0
276,0.6651948647622156,1
277,0.4397467712168279,1
278,0.43590847421692347,1
279,0.6426234134693277,1
280,0.5340912168762422,1
281,0.5402413556634331,1
282,0.6909405766347282,1
283,0.5230691188893534,1
284,0.6673764636313265,1
285,0.47650408448052983,1
286,0.7200028152224242,1
287,0.6411446524938558,1
288,0.682879515970309,1
289,0.6028232396821372,1
290,0.4569630037581975,1
291,0.6602901053940654,1
292,0.29629337243862897,1
293,0.5693389044860981,1
294,0.6659509774834544,1
295,0.6287120578744484,1
296,0.5515422624540832,1
297,0.7559649558203239,1
298,0.7358965549617115,1
299,0.5690568568888165,1
300,0.6705574459242674,1
301,0.6545592553239,1
302,0.6678769528796832,1
303,0.6703378632151156,1
304,0.6113740088170231,1
305,0.6397932581001038,1
306,0.7462268599609941,1
307,0.7177380081519822,1
308,0.6810672921742843,1
309,0.30701897197882017,1
310,0.5690444158382605,1
311,0.6007425086576659,1
312,0.6734786334374413,1
313,0.5492266570679163,1
314,0.6135998493087462,1
315,0.6054820888379592,1
316,0.6131957760906098,1
317,0.4628184050001841,1
318,0.6852135923525937,1
319,0.6533376698125563,1
320,0.6486253027715814,1
321,0.6373020310105854,1
322,0.712722766238693,1
323,0.7968244016578966,1
324,0.7681004344563256,1
325,0.674866571585196,1
326,0.6640398072419791,1
327,0.6632406982190827,1
328,0.835340241554242,1
329,0.7291829364312198,1
330,0.7422499091855745,1
331,0.8533946801533037,1
332,0.6533376698125563,1
333,0.8050420541900615,1
334,0.6533376698125563,1
335,0.6533376698125563,1
336,0.8396675094453366,1
337,0.6533376698125563,1
338,0.7732844206234472,1
339,0.6712170686297839,1
340,0.18789066296680562,0
341,0.15056984867560685,0
342,0.3000435125670321,0
343,0.04705293071075831,0
344,0.33480513523778443,0
345,0.28318423030644035,1
346,0.28002944257307155,1
347,0.47508002491492035,1
348,0.36587494711231966,1
349,0.371633130974224,1
350,0.5294630539230657,1
351,0.3556742095217728,1
352,0.5024528853635098,1
353,0.31419397317730124,1
354,0.5641308691905439,1
355,0.47347601538620404,1
356,0.5201154648873453,1
357,0.43308171333402906,1
358,0.29752608472638425,1
359,0.4945142049152306,1
360,0.17486354998092163,1
361,0.39954124838956767,1
362,0.5008492375621548,1
363,0.46012588861573667,1
364,0.3823401297959887,1
365,0.6092478830749406,1
366,0.583757429627943,1
367,0.3992653330250057,1
368,0.5060437127697902,1
369,0.48815462764478995,1
370,0.5030167332581357,1
371,0.505795291949089,1
372,0.4419036188933803,1
373,0.47201318047438606,1
374,0.5967779230991332,1
375,0.561373343916717,1
376,0.5180295872471931,1
377,0.18233241086020935,1
378,0.3992531649472439,1
379,0.430951160685831,1
380,0.5093562907388274,1
381,0.38013275489267295,1
382,0.4442177184294765,1
383,0.43581339197574936,1
384,0.44379707630824755,1
385,0.3024764632685558,1
386,0.5228103841499554,1
387,0.48680595274779,1
388,0.48162594917198515,1
389,0.4693240488021226,1
390,0.5553011940592998,1
391,0.6637459193480548,1
392,0.6250607370966058,1
393,0.5109352564434133,1
394,0.49870452005118265,1
395,0.497809559143856,1
396,0.7185795276330393,1
397,0.5754077786741402,1
398,0.5917402518409135,1
399,0.7455365043883395,1
400,0.48680595274779,1
401,0.6751517420070414,1
402,0.48680595274779,1
403,0.48680595274779,1
404,0.724964980085747,1
405,0.48680595274779,1
406,0.6319099513924328,1
407,0.5067904535195946,1
408,0.36933899313196467,0
409,0.30972239598033474,0
410,0.5203963050271223,0
411,0.11109891607335516,0
412,0.5602532287831722,0
413,0.7168157696935596,0
414,0.49610148305537133,1
415,0.6961346917559808,1
416,0.5935755889854554,1
417,0.5995292811573268,1
418,0.7401426461652926,1
419,0.5828616406302527,1
420,0.7188031956944808,1
421,0.536966648707811,1
422,0.7661441446718447,1
423,0.6947721826846828,1
424,0.732868746154603,1
425,0.6591328805851637,1
426,0.5173966791069564,1
427,0.7123402102397597,1
428,0.3491399889605458,1
429,0.6274620422366038,1
430,0.7175048122681679,1
431,0.6832797173744724,1
432,0.6104237684351175,1
433,0.7978439359943736,1
434,0.7802182242133576,1
435,0.6271931347285427,1
436,0.7216974576899648,1
437,0.7070979255309137,1
438,0.7192588557064044,1
439,0.7214978042122686,1
440,0.667140749571973,1
441,0.6935262057052695,1
442,0.789311244680868,1
443,0.7641302939812407,1
444,0.7312297570440764,1
445,0.3607977773002693,1
446,0.6271812724560166,1
447,0.6571793833947116,1
448,0.7243515896309096,1
449,0.6081962177791213,1
450,0.6692199985332414,1
451,0.6616263639921555,1
452,0.6688426984856964,1
453,0.5232802538323019,1
454,0.7349776833875322,1
455,0.705978676713705,1
456,0.7016551206156014,1
457,0.6912272512112678,1
458,0.7596633327511944,1
459,0.8332382603770828,1
460,0.8084246017960748,1
461,0.7256113854752189,1
462,0.7157627038739838,1
463,0.7150338261198719,1
464,0.8660119019284811,1
465,0.7742857068525046,1
466,0.7858156870975354,1
467,0.8811816458120896,1
468,0.705978676713705,1
469,0.8402783346621507,1
470,0.705978676713705,1
471,0.705978676713705,1
472,0.8696588881448626,1
473,0.705978676713705,1
474,0.8129267083320055,1
475,0.7222970912731773,1
476,0.37297869952826984,0
477,0.3130662427338625,0
478,0.5242870971845166,0
479,0.11264831943712339,0
480,0.5640915257830765,0
481,0.7199705574269285,0
482,0.5038985169446287,0
483,0.699423265130545,1
484,0.59733207662041,1
485,0.6032675200583729,1
486,0.7431306871423214,1
487,0.5866481951060893,1
488,0.7219444311679681,1
489,0.5408416220736013,1
490,0.7689265438946279,1
491,0.6980691061913303,1
492,0.735910584242418,1
493,0.662627831860916,1
494,0.5212894205512774,1
495,0.7155250703060064,1
496,0.35269196061410646,1
497,0.631099978083539,1
498,0.720654915228663,1
499,0.6866447892638243,1
500,0.6141257658633529,1
501,0.8003474595711956,1
502,0.7828806258117205,1
503,0.6308321515479142,1
504,0.7248187391175582,1
505,0.7103172231951441,1
506,0.722396966851365,1
507,0.7246204704230773,1
508,0.670594627965634,1
509,0.6968307149571564,1
510,0.7918928754876063,1
511,0.7669293647194146,1
512,0.7342834916451079,1
513,0.36440194763442746,1
514,0.6308203369085209,1
515,0.6606840531267211,1
516,0.7274543452899074,1
517,0.6119059249038702,1
518,0.6726628877931403,1
519,0.6651087388117699,1
520,0.6722875917659075,1
521,0.5271689075436574,1
522,0.7380040919529481,1
523,0.709205216993892,1
524,0.7049092750143163,1
525,0.6945456309994105,1
526,0.7624989370023603,1
527,0.8353938895526191,1
528,0.8108281614353724,1
529,0.7287052717074958,1
530,0.718924623041307,1
531,0.7182006612478553,1
532,0.8678110949686274,1
533,0.7769994335368026,1
534,0.7884286690430561,1
535,0.8828047055832686,1
536,0.709205216993892,1
537,0.8423601777793114,1
538,0.709205216993892,1
539,0.709205216993892,1
540,0.8714163806534239,1
541,0.709205216993892,1
542,0.8152866891962857,1
543,0.725414206285764,1
544,0.203588986837248,0
545,0.16377885020238098,0
546,0.3214037714295852,0
547,0.05173381356378036,0
548,0.35737658653067234,0
549,0.5249199750850796,0
550,0.30386530824401925,0
551,0.30057673486945496,0
552,0.3893151126370047,1
553,0.3952122847141881,1
554,0.5542237805816572,1
555,0.37885129322483485,1
556,0.5273661693280036,1
557,0.33607792685270094,1
558,0.5884851974612267,1
559,0.49839173837527806,1
560,0.5449453197730728,1
561,0.4577196613034597,1
562,0.31878874930245094,1
563,0.5194448128810895,1
564,0.1897277346950095,1
565,0.4236971482075847,1
566,0.5257670314186665,1
567,0.48498618909560626,1
568,0.40615951323521177,1
569,0.6327225339083455,1
570,0.6077775770256515,1
571,0.42341631435426125,1
572,0.5309450454242385,1
573,0.5130900587583127,1
574,0.5279283100861477,1
575,0.5306975338631875,1
576,0.46663034894506644,1
577,0.4969245759771623,1
578,0.6205351183496111,1
579,0.5857686133162767,1
580,0.5428725123906265,1
581,0.19767938129509746,1
582,0.42340392900814156,1
583,0.45556530145328544,1
584,0.5342443283945422,1
585,0.40390454739164666,1
586,0.46896512807336355,1
587,0.4604805168752663,1
588,0.4685408075015463,1
589,0.32392976931652606,1
590,0.5476220791602611,1
591,0.5117413698631282,1
592,0.5065579352699865,1
593,0.49422636941957626,1
594,0.5797813808633344,1
595,0.6856359122306754,1
596,0.6481340667125209,1
597,0.5358161909751662,1
598,0.5236275462395671,1
599,0.5227344981457874,1
600,0.7383072674235867,1
601,0.599579252381231,1
602,0.6156030761962503,1
603,0.7639951830369924,1
604,0.5117413698631282,1
605,0.6966385828011212,1
606,0.5117413698631282,1
607,0.5117413698631282,1
608,0.7444043138619852,1
609,0.5117413698631282,1
610,0.6547945681781077,1
611,0.5316889792304775,1
612,0.2862187447171774,0
613,0.23501910547588428,0
614,0.4262577392303998,0
615,0.07883140421006793,0
616,0.46590878312375783,0
617,0.6341250528876804,0
618,0.4064244110145446,0
619,0.40266792337959,0
620,0.6106848873629953,0
621,0.5061840739370331,1
622,0.6610425182469077,1
623,0.48894311908539473,1
624,0.6363984415144746,1
625,0.44259678849315726,1
626,0.6916615709652713,1
627,0.6091543481124191,1
628,0.6525937336529759,1
629,0.5697094523200489,1
630,0.42332179091692196,1
631,0.6290189774548639,1
632,0.2686292705446557,1
633,0.5355841496411484,1
634,0.6349128219917554,1
635,0.59631127754116,1
636,0.5175745693841014,1
637,0.7298982517346645,1
638,0.7085127776296674,1
639,0.5352980391459914,1
640,0.6397157438994315,1
641,0.6230617434219408,1
642,0.6369201838362517,1
643,0.6394866563622217,1
644,0.5784746254685679,1
645,0.6077561854387573,1
646,0.7195059262103759,1
647,0.6892664557974159,1
648,0.6506969668541173,1
649,0.2787501295924002,1
650,0.5352854193936238,1
651,0.5675796838291106,1
652,0.6427647144477101,1
653,0.5152377278062304,1
654,0.5807596829750103,1
655,0.572432748312478,1
656,0.5803447549878941,1
657,0.42908673703690897,1
658,0.6550381153229439,1
659,0.6217931316103225,1
660,0.6169033986061128,1
661,0.6051801197404797,1
662,0.6839680791835734,1
663,0.773816287909882,1
664,0.7428891174663956,1
665,0.6442142379420044,1
666,0.6329219570575039,1
667,0.6320898403110706,1
668,0.8156848600865811,1
669,0.7013855206936797,1
670,0.7152700026851359,1
671,0.8354699686328471,1
672,0.6217931316103225,1
673,0.7827107623525857,1
674,0.6217931316103225,1
675,0.6217931316103225,1
676,0.8204176252067937,1
677,0.6217931316103225,1
678,0.7484521182278869,1
679,0.6404040034256061,1
680,0.28119176294966536,0
681,0.23060084755509244,0
682,0.42021919428851434,0
683,0.0770536491974534,0
684,0.4597586443365668,0
685,0.628366869025776,0
686,0.40047071884267305,0
687,0.39673247994162697,0
688,0.6047877152858119,0
689,0.4938159260629669,0
690,0.6554778049722487,1
691,0.4827637593683553,1
692,0.6306551971922054,1
693,0.4365028768400379,1
694,0.6863610341887015,1
695,0.6032490542868714,1
696,0.6469643920576389,1
697,0.5636351078121054,1
698,0.41729458721919893,1
699,0.623228180288939,1
700,0.2637970462941315,1
701,0.5294259770390805,1
702,0.6291597857055092,1
703,0.5903424339955454,1
704,0.5113954493878855,1
705,0.7249936788584163,1
706,0.7033776920133887,1
707,0.5291394080714369,1
708,0.6339947625564084,1
709,0.6172345421794311,1
710,0.6311804045702513,1
711,0.6337641198951904,1
712,0.5724311528243192,1
